Bi,La,Sr,Ca,Ti,Mg,Mn,Zr,Hf,T,thick,A_site_Molar_volume,A_site_Ionization_energy,A_site_Electron_affinity,A_site_Row,A_site_Atomic_mass,A_site_Number,A_site_Ionic_radii,A_site_Bond_length,A_site_Atomic_radius,A_site_Van_der_Waals_radius,A_site_X,B_site_Molar_volume,B_site_Ionization_energy,B_site_Electron_affinity,B_site_Row,B_site_Atomic_mass,B_site_Number,B_site_Ionic_radii,B_site_Bond_length,B_site_Atomic_radius,B_site_Van_der_Waals_radius,B_site_X,Entropy,Tolerance_factor,Octahedral_factor
0.89589095,0.03276874,0.07132402,1.62E-05,0.4672203,0.44506332,0.044247426,0.000540969,0.042928018,845.3038108,295.2729382,3.405818037,1.749893832,-0.036979121,0.890189015,9.857939496,4.582560799,0.301892546,0.568638155,0.36609515,0.483357152,0.342581558,0.303251843,0.20850421,-0.005043358,0.145754219,3.380812789,1.406213901,0.028784279,0.060137014,0.043107775,0.062547688,0.041703141,1.181518842,0.856950871,0.022844666
0.8915929,0.02170644,0.08668709,1.36E-05,0.38825148,0.38768193,0.120758414,0.000218395,0.10308989,787.1780747,151.2412426,3.125264965,1.527272518,-0.032245542,0.787385426,8.900778056,4.122024464,0.263972121,0.495422336,0.324618423,0.426445679,0.297034245,0.758721454,0.534255738,-0.014780843,0.36755499,8.351556168,3.483389408,0.073647809,0.155020055,0.109729874,0.159310741,0.107160955,1.43817887,0.808017689,0.058450642
0.89414334,0.019335113,0.08650571,1.58E-05,0.46161228,0.46667835,0.037792295,0.000220598,0.033696428,821.3718539,158.1500219,3.595367036,1.803252927,-0.039157004,0.919768935,10.25471851,4.760785611,0.310642703,0.583328302,0.379828624,0.499197767,0.351106932,0.244582048,0.170797771,-0.004518696,0.118150246,2.703611357,1.12659137,0.023555848,0.049456068,0.035160201,0.051036391,0.034225603,1.164298255,0.865262004,0.018695118
0.910258,0.000472107,0.08925375,1.61E-05,0.38156134,0.39543635,0.11544793,0.000745971,0.10680844,814.9111077,150.8800076,3.156404194,1.534333308,-0.033152683,0.789721933,8.924084425,4.132887759,0.264725833,0.49607637,0.32646924,0.42786961,0.297608322,0.764835412,0.530722749,-0.013563441,0.368790739,8.49159084,3.535414928,0.073231217,0.153429745,0.10944548,0.158838198,0.106262468,1.443856396,0.808669915,0.058120014
0.87825096,0.001564984,0.12016921,1.48E-05,0.4509502,0.4560402,0.04784199,0.000197687,0.044969887,824.6510511,249.8567465,3.815401129,1.812642867,-0.037803189,0.943206695,10.79987773,4.990028355,0.31393866,0.588289599,0.388938924,0.509927516,0.351512888,0.319601828,0.22129776,-0.005594797,0.154058573,3.557684787,1.480596369,0.030544264,0.0639414,0.045662842,0.06626659,0.044292954,1.258597517,0.862382431,0.024241479
0.94151664,0.000449465,0.058012042,2.18E-05,0.4066726,0.39813066,0.10290626,0.000255435,0.09203518,787.6672627,221.4969737,2.967581212,1.537878572,-0.033367952,0.77780742,8.556662688,3.982314541,0.264643799,0.498139418,0.320650226,0.422836377,0.300740045,0.665631677,0.464950061,-0.012337291,0.321704432,7.368043279,3.069802289,0.064133353,0.134639316,0.095706406,0.138921968,0.093163389,1.353643984,0.814182323,0.050899486
0.935377,0.00253921,0.062064394,1.94E-05,0.44535175,0.44878158,0.049681537,0.000152349,0.056032747,786.3390335,165.9545727,3.282114397,1.706492983,-0.037903061,0.859537791,9.416036689,4.385487924,0.293028071,0.551047692,0.355207115,0.467667349,0.333181526,0.373458449,0.250924185,-0.005263546,0.178561458,4.248196466,1.760830054,0.034721441,0.071939237,0.052213683,0.075713305,0.050017192,1.204501839,0.848179883,0.027556699
0.92017937,0.00145591,0.07834859,1.62E-05,0.4791333,0.511599,0.004964308,6.56E-05,0.004237775,812.0948531,241.6240032,3.729985287,1.90741763,-0.04364894,0.960784535,10.5586605,4.914422994,0.326841205,0.612956466,0.398727887,0.522790764,0.370626845,0.031454481,0.02208778,-0.000599461,0.015204005,0.345038843,0.143950851,0.003043796,0.006404639,0.004540101,0.006591139,0.004430356,0.945240715,0.888382636,0.002415711
0.91869974,0.010320913,0.07095493,2.44E-05,0.45579034,0.4690484,0.038049232,0.000168466,0.03694372,822.6499269,276.1420527,3.45628408,1.775718489,-0.039718177,0.896294699,9.858896571,4.588185886,0.304850737,0.572589115,0.370908212,0.48747637,0.345950527,0.259515781,0.178706845,-0.004378013,0.124900526,2.899934376,1.205972424,0.024676507,0.051562897,0.036930938,0.053587033,0.035742402,1.148898336,0.861319221,0.019584529
0.922093,0.003185682,0.07470339,1.81E-05,0.46554872,0.4775877,0.022950206,9.53E-05,0.03381815,798.2469866,262.0684907,3.543893052,1.814026763,-0.040381752,0.917136785,10.10960604,4.703053527,0.311599356,0.585253442,0.379397258,0.498646916,0.353392797,0.208178826,0.134018792,-0.001956935,0.098395458,2.435245812,1.004158385,0.018611932,0.03798012,0.028232061,0.040891661,0.026554401,1.104906112,0.869136705,0.014771374
0.9052402,0.000569333,0.094174616,1.58E-05,0.40053526,0.43747982,0.043850277,0.000537966,0.11759665,800.2204916,210.7361268,3.395778481,1.654096378,-0.037144851,0.846379227,9.514395676,4.410121404,0.284408882,0.53199785,0.351336706,0.459125214,0.319851146,0.636780266,0.37738631,-0.000542871,0.294556946,7.815983325,3.194911457,0.052793893,0.104380474,0.081499681,0.117777754,0.073853023,1.343702238,0.831860964,0.041899915
0.89510673,0.010456293,0.094418645,1.84E-05,0.4660215,0.42319742,0.007717691,0.000992546,0.10207084,832.4187414,258.3130749,3.522071047,1.738933094,-0.034405217,0.901461296,10.21664114,4.729779763,0.302020959,0.568977343,0.369024171,0.487645472,0.340444467,0.480824204,0.25353297,0.004864205,0.216086178,6.244387698,2.527248197,0.035859998,0.067430742,0.056851005,0.081884206,0.0486582,1.220102311,0.852341776,0.028460316
0.8698922,0.007875852,0.122218534,1.34E-05,0.40835577,0.41747224,0.058787577,0.000352495,0.11503198,794.2328909,299.4364598,3.584490911,1.669123363,-0.034531337,0.87424647,10.10068789,4.659516293,0.289489643,0.541840136,0.360591885,0.472053161,0.32296937,0.66102016,0.408156298,-0.003311021,0.309034887,7.931296218,3.255363927,0.056890581,0.114297066,0.087049515,0.125940637,0.080377046,1.405612199,0.832001269,0.045151255
0.84385806,0.002239391,0.15389088,1.18E-05,0.4081328,0.41311604,0.06475422,0.000310605,0.11368628,806.7977102,208.3180158,3.837380545,1.705505634,-0.033665893,0.910345192,10.7653171,4.946100689,0.297438263,0.555858979,0.374715728,0.489766605,0.328978656,0.669413935,0.419787582,-0.004431166,0.314229195,7.959223005,3.272230622,0.058432344,0.118084695,0.089117027,0.128986402,0.082858103,1.446041755,0.835291369,0.046374876
0.87811875,0.0087813,0.113085434,1.46E-05,0.43829158,0.414125,0.05010994,0.000233885,0.09723966,806.7163258,233.0797536,3.574918427,1.700825149,-0.033733375,0.89025669,10.23853519,4.72736315,0.295743405,0.555548236,0.3652482,0.480711966,0.331229628,0.559496053,0.345912769,-0.002880121,0.261682382,6.710194996,2.754453142,0.048211184,0.09690334,0.07374597,0.106697128,0.068131011,1.351851742,0.840901473,0.038262844
0.8876379,0.003630709,0.10871564,1.57E-05,0.43426776,0.4252755,0.074396916,0.000256214,0.065803565,839.923489,236.287512,3.566171659,1.709051617,-0.035037044,0.889134654,10.16242757,4.697176357,0.296315593,0.556085717,0.365836922,0.480692461,0.332294708,0.47826979,0.334627732,-0.00895258,0.231230042,5.285290776,2.202676051,0.046148906,0.096940999,0.068849447,0.099942329,0.067066873,1.341738522,0.842538936,0.036626116
0.8901928,0.005812067,0.10397864,1.66E-05,0.54228324,0.36193034,0.002005116,0.001928409,0.09185282,800.1050082,217.8446549,3.591596856,1.765606414,-0.026407449,0.943720858,10.96636525,5.056228734,0.312521994,0.594867009,0.377519785,0.50732555,0.352010301,0.425425266,0.218200447,0.005383043,0.189593143,5.560294728,2.246889101,0.030920261,0.057444404,0.049389356,0.071080876,0.041693793,1.17905099,0.861355267,0.02453989
0.9011798,0.0391225,0.05967129,2.64E-05,0.55950373,0.42228103,0.00286249,0.00010594,0.015246856,791.1128941,216.5930105,3.472747089,1.847300065,-0.032995708,0.950829976,10.5686901,4.911122666,0.322447539,0.613269224,0.384029199,0.514935365,0.367884495,0.07581411,0.042014514,0.000424139,0.034486933,0.962778413,0.391191166,0.00591435,0.011370735,0.009268107,0.01336828,0.008132891,0.938950058,0.883913976,0.004693928
0.8982488,0.044681422,0.057047535,2.23E-05,0.46433333,0.455038,0.041636802,0.00028022,0.038711578,802.9576022,177.4332464,3.311953885,1.743716487,-0.038266779,0.876943522,9.57133495,4.461010266,0.299608454,0.564259843,0.361689706,0.47726472,0.341347635,0.276747594,0.191865937,-0.004878783,0.133405925,3.074212269,1.279787483,0.026476007,0.055455172,0.03957627,0.057435718,0.038411595,1.138636354,0.857233021,0.021012704
0.895309,0.046606876,0.05806531,1.88E-05,0.45794764,0.4488143,0.048726205,0.000270665,0.04424115,809.5800973,153.7837058,3.281798076,1.722362669,-0.037720665,0.867158804,9.479361807,4.416869372,0.296024151,0.557443195,0.357628152,0.471836078,0.337091736,0.318844462,0.221992344,-0.005780776,0.153901682,3.532738818,1.471448176,0.030624297,0.064231563,0.045736667,0.066383356,0.044466366,1.170092255,0.852513959,0.024304998
0.90079755,0.04863975,0.050540283,2.25E-05,0.46481252,0.45067063,0.026920242,0.000153713,0.057442956,801.88913,223.1705002,3.24273016,1.726921849,-0.037883855,0.866013343,9.40799294,4.38872592,0.296618577,0.559082132,0.356966133,0.47157797,0.338556393,0.324017389,0.197732684,-0.001234352,0.151035757,3.915320341,1.605015804,0.027590701,0.055179363,0.042321059,0.061209023,0.038868886,1.129173676,0.854848944,0.021897382
0.88939196,0.026628997,0.0839662,1.28E-05,0.45445442,0.46083504,0.038061455,0.000134258,0.046514854,787.044102,246.6794671,3.534308599,1.77624439,-0.038711715,0.905051274,10.07789944,4.679747448,0.30587164,0.574349649,0.373861058,0.491312226,0.345833606,0.302264542,0.20043604,-0.003816961,0.144002078,3.468568585,1.435325392,0.027765442,0.057263821,0.041864053,0.060684501,0.039881043,1.191891896,0.859813767,0.022036065
0.89510214,0.025495201,0.0793875,1.52E-05,0.44484907,0.44460532,0.04880528,0.000136498,0.061603803,803.8651806,254.8349017,3.413119648,1.722308562,-0.037248587,0.877552636,9.764066175,4.534743098,0.296737799,0.557576359,0.36212476,0.476377182,0.335733466,0.396195875,0.26139204,-0.004783271,0.18850881,4.563127126,1.887021915,0.036226119,0.074576716,0.054674953,0.079243899,0.051971557,1.242304156,0.849219004,0.028750888
0.893258,0.033601455,0.07312588,1.47E-05,0.44948003,0.45149186,0.0405119,0.000130315,0.05838579,794.7200177,158.7405589,3.396407946,1.73446228,-0.03796572,0.879521002,9.724162526,4.521385242,0.298397023,0.560840567,0.363197025,0.477900311,0.338284474,0.361431498,0.233506211,-0.003537655,0.171004638,4.219604024,1.740595656,0.032419396,0.066239598,0.049138874,0.071180103,0.04628943,1.206797112,0.852628107,0.025729679
0.88210857,0.017887898,0.09999194,1.16E-05,0.42914057,0.42837486,0.07327123,0.000190222,0.06902324,818.5417842,258.8246222,3.489333542,1.693797591,-0.035572888,0.875423244,9.928770369,4.595379164,0.292954107,0.549679669,0.360840964,0.473895461,0.329262873,0.489627601,0.339017171,-0.008575883,0.236058491,5.454229696,2.269687642,0.046795788,0.0979543,0.06995353,0.101517348,0.067851205,1.334228976,0.840302968,0.037139514
0.8892907,0.024685986,0.08601039,1.30E-05,0.38367358,0.4221142,0.07100104,0.000502935,0.12270831,787.7180561,198.7712463,3.227854451,1.584312754,-0.035956202,0.807785175,9.040384637,4.19371078,0.272076486,0.508938343,0.335589604,0.438501155,0.306387436,0.72603616,0.456217923,-0.004950652,0.340922898,8.616248108,3.543380573,0.063486875,0.128407252,0.096792962,0.140104403,0.09008044,1.391821138,0.818551127,0.050386409
0.8948495,0.03174197,0.07339322,1.54E-05,0.41708705,0.4658882,0.003051789,0.004330667,0.10964232,788.1190471,222.4882108,3.362902655,1.707067603,-0.040085633,0.858260134,9.429862507,4.388956011,0.291888684,0.546354721,0.357392087,0.467206244,0.330591642,0.518913127,0.266577938,0.006604503,0.23057147,6.710925925,2.71458948,0.037709738,0.070223907,0.060310211,0.086805309,0.051008359,1.196055706,0.845605901,0.029928363
0.89932215,0.036349595,0.06430764,2.07E-05,0.4702305,0.4212982,0.013172396,0.000535525,0.0947634,781.1493069,230.7483222,3.271142838,1.699621466,-0.034518233,0.866609415,9.595910431,4.461188505,0.294061822,0.555357508,0.354730642,0.470301529,0.334292146,0.459315087,0.249414556,0.00341897,0.207982536,5.895612549,2.391231895,0.035184482,0.067031029,0.055384896,0.079840005,0.048107294,1.180031985,0.848441028,0.027924192
0.9016353,0.032291654,0.06604962,2.36E-05,0.44511658,0.45017314,0.052706856,0.000186265,0.05181729,819.6760519,174.9161689,3.320201473,1.714431846,-0.038001717,0.865332026,9.509016417,4.426249828,0.294513912,0.553629101,0.357641145,0.470628377,0.334494263,0.362143737,0.248905703,-0.006033251,0.17422083,4.053823867,1.6853223,0.034376605,0.071782734,0.051465036,0.074672328,0.049768612,1.209407669,0.849217549,0.02728302
0.89435756,0.02071864,0.08490841,1.53E-05,0.3836592,0.394156,0.11216696,0.001532735,0.108485155,798.0961144,280.049081,3.120627612,1.529279147,-0.033035192,0.785427023,8.846216247,4.099300046,0.263781982,0.494614022,0.324550315,0.425717025,0.296964457,0.767985528,0.528146859,-0.012781583,0.369080815,8.555190343,3.558804853,0.072905237,0.152336898,0.109187158,0.158427388,0.105642676,1.440366965,0.808366973,0.0578613
0.8630332,0.005477677,0.13147685,1.23E-05,0.3956315,0.41964665,0.06523127,0.000407034,0.11908353,804.9214944,176.2773418,3.636804404,1.664738707,-0.034879459,0.874724804,10.16442439,4.684004547,0.288618092,0.539151577,0.361582458,0.472044208,0.320981221,0.695213033,0.433461828,-0.004179564,0.325820477,8.292009669,3.40702576,0.060364115,0.121728391,0.092178051,0.133396021,0.085486138,1.432798509,0.82934574,0.047908027
0.892209,0.021308338,0.08646881,1.39E-05,0.38321686,0.4336822,0.000680402,0.071091555,0.11132903,828.5699119,173.0332465,3.271023494,1.606300146,-0.037173495,0.81657843,9.115260455,4.230262562,0.275357002,0.514557507,0.339997389,0.443549311,0.310109231,0.832655573,0.412172297,0.016757913,0.342051188,8.797918182,3.625454138,0.056602766,0.107071833,0.094568157,0.136064243,0.080111377,1.379019374,0.824592941,0.04492283
0.8944413,0.04933949,0.05620165,1.76E-05,0.36144468,0.39572197,0.000912714,0.14016624,0.10175436,801.5532807,257.969538,2.823455761,1.453484879,-0.033992816,0.72850578,7.961096828,3.709115124,0.248501393,0.465717599,0.303010104,0.396807489,0.282107429,1.113139244,0.543715426,0.026125759,0.438336072,10.33293451,4.318593792,0.073385803,0.140519749,0.125418243,0.180451334,0.106705491,1.410993268,0.799972192,0.058242701
0.89469457,0.052465737,0.052821904,1.78E-05,0.33966416,0.3566338,0.005961117,0.20642495,0.09131595,803.4910721,275.3746418,2.600035264,1.336774066,-0.030343901,0.673184668,7.388914143,3.439951256,0.229185178,0.430162592,0.279039083,0.366308865,0.260117918,1.388392792,0.679000683,0.034200837,0.534621639,11.81912856,4.993591442,0.090687682,0.175587594,0.156614653,0.225394166,0.134165217,1.46480428,0.779612454,0.071974351
0.8978708,0.049703397,0.052406274,1.96E-05,0.3623595,0.3967309,0.003227884,0.1279472,0.109734625,806.0263377,203.7486958,2.797229999,1.451574702,-0.034130866,0.725435112,7.895057436,3.681127525,0.247981249,0.464873156,0.301811867,0.395364972,0.281889166,1.097459351,0.540586852,0.024433353,0.437018429,10.47857408,4.366492702,0.073235021,0.140176093,0.124308622,0.178882544,0.10594267,1.413430179,0.799786797,0.058123032
0.90445054,0.051301878,0.04421989,2.77E-05,0.3480151,0.37599736,0.002999128,0.1724415,0.10054694,787.1980977,168.6348907,2.61709829,1.375812328,-0.032331264,0.685315707,7.418178135,3.462302709,0.234946292,0.440855117,0.284926716,0.373739716,0.267634104,1.263674764,0.61751139,0.030353951,0.492495217,11.28073097,4.73733929,0.082943116,0.159626819,0.14244362,0.204970811,0.121568955,1.424810581,0.787141799,0.06582787
0.9009303,0.049841966,0.049205486,2.22E-05,0.34872475,0.3709414,0.018202046,0.15385915,0.1082727,791.663813,206.2333032,2.643556854,1.374448627,-0.031722125,0.688459882,7.505103432,3.498373564,0.235196278,0.441408909,0.285769431,0.375027711,0.267434196,1.248691803,0.631668149,0.025493511,0.497246711,11.45374205,4.80168385,0.085181811,0.165506807,0.143929077,0.207289407,0.12453345,1.485274966,0.78596322,0.067604612
0.8988148,0.051000457,0.050164502,2.01E-05,0.34925824,0.36464062,0.07532246,0.10379566,0.106983,779.7584645,171.8194664,2.631046601,1.364677132,-0.031037997,0.685464441,7.494188508,3.491505493,0.233856529,0.439160683,0.284071916,0.373179805,0.265803322,1.148895585,0.659569993,0.008285434,0.487388713,10.90070655,4.5792213,0.089453413,0.18065791,0.144052789,0.208149152,0.13129198,1.554627068,0.782773286,0.070994772
0.8893104,0.0631116,0.04755422,2.38E-05,0.33868027,0.354165,0.007444685,0.20984928,0.089860804,811.9068224,196.7939308,2.544120277,1.322884749,-0.030171789,0.663770566,7.246810567,3.377120431,0.226617763,0.425579751,0.275137777,0.361446435,0.257681012,1.401511516,0.686938972,0.034351887,0.539396655,11.86384736,5.01668874,0.091693349,0.177799113,0.158324397,0.227871697,0.135819283,1.460058392,0.777689335,0.072772499
0.8928619,0.0617733,0.045338325,2.65E-05,0.34646833,0.3665709,0.028891647,0.15669896,0.10137017,810.6058129,296.1107025,2.589473299,1.356743204,-0.031356148,0.678095931,7.366878041,3.4361352,0.232076122,0.435758659,0.281409099,0.369542381,0.264216759,1.25722937,0.648733584,0.023641088,0.502427469,11.32517272,4.762967272,0.087327273,0.171257522,0.146818486,0.211574012,0.128324297,1.500521377,0.783074139,0.069307359
0.89211136,0.06129424,0.04656987,2.44E-05,0.34862798,0.37138143,0.030335052,0.13984558,0.10980989,811.0785286,288.3905176,2.622490807,1.371375584,-0.031804448,0.685400822,7.44890809,3.474134104,0.234519452,0.440204314,0.284583759,0.373527581,0.266915643,1.219814195,0.634241771,0.021457724,0.493142483,11.34126297,4.752837193,0.085705948,0.16789853,0.143145017,0.206306185,0.125255603,1.502021312,0.785301455,0.068020594
0.90929,0.047880758,0.042790443,3.88E-05,0.364345,0.40097806,0.008566605,0.10573972,0.12037052,785.3673212,257.0660716,2.735911713,1.44942178,-0.034664366,0.718605361,7.734181501,3.613534701,0.247039628,0.463350237,0.299300187,0.392274435,0.28176556,1.05440507,0.528904106,0.020931867,0.428396047,10.53385562,4.370143788,0.07208739,0.138118367,0.120821373,0.173929125,0.10346458,1.402736422,0.799975999,0.057212214
0.914564,0.046457198,0.038917203,6.16E-05,0.38206512,0.44455755,0.001285297,0.0573368,0.11475529,787.1166179,157.0578477,2.902860391,1.557495781,-0.038955822,0.764191356,8.126418813,3.805052085,0.26418087,0.494670597,0.319918181,0.418072006,0.301945897,0.785206656,0.391049131,0.014869842,0.326785643,8.594591892,3.529328438,0.053969192,0.101821687,0.089514052,0.128800073,0.075810677,1.275846941,0.820231277,0.042832692
0.90815884,0.045089457,0.04671316,3.85E-05,0.39358476,0.47709408,0.010123437,0.003255589,0.11594211,784.8717253,234.0098777,3.113377962,1.650419601,-0.04205326,0.809835252,8.632510672,4.039965851,0.279529131,0.522390976,0.340038843,0.443060316,0.31888244,0.559437527,0.29605634,0.005597412,0.250808118,7.182552307,2.910380471,0.041795697,0.078844821,0.066309749,0.095521305,0.056915335,1.178536982,0.836238352,0.033171188
0.9051672,0.045633145,0.049168333,3.12E-05,0.3866123,0.4415333,0.041597214,0.003202482,0.12705472,804.4159636,256.3844386,2.991153251,1.574025289,-0.038419149,0.77925394,8.386704883,3.918222956,0.267809515,0.501492901,0.325487521,0.425526474,0.305133182,0.686084586,0.399212766,0.000793894,0.314909862,8.418469938,3.438656491,0.055864809,0.109785096,0.086711588,0.125249283,0.077968706,1.289602139,0.82099959,0.04433715
0.9015282,0.04946496,0.048983857,2.30E-05,0.41547304,0.45382565,0.000740648,0.02123246,0.10872825,799.6736216,219.5687524,3.109326751,1.646513746,-0.039167226,0.817095101,8.802641963,4.112040321,0.280780616,0.526774877,0.340102462,0.445947357,0.320224437,0.58814351,0.296147578,0.009391965,0.253831463,7.128168334,2.89874953,0.041488989,0.077429475,0.067492002,0.097110237,0.0569113,1.199849189,0.837115359,0.032927769
0.9125672,0.040589754,0.046793234,4.98E-05,0.36590585,0.4125483,0.014498881,0.081211574,0.12583536,801.2087489,280.9878667,2.814595445,1.479919116,-0.035797592,0.733858426,7.910955282,3.694911839,0.252026128,0.472153107,0.306191691,0.400600028,0.287109166,0.978793427,0.501796062,0.016685389,0.406355185,10.2217794,4.223693635,0.068800378,0.132124631,0.113740394,0.163812456,0.098023542,1.403030855,0.804608387,0.054603475
0.9090877,0.049291495,0.04158357,3.73E-05,0.36291414,0.4013054,0.011854378,0.1012732,0.12265285,812.5615561,295.4760046,2.723001642,1.44588456,-0.034741478,0.715909987,7.692596891,3.595174555,0.246307327,0.461930215,0.298318059,0.390909127,0.281034894,1.051811415,0.532366451,0.01985236,0.429900204,10.59403665,4.392764217,0.072640865,0.139502095,0.121227169,0.174552189,0.104172116,1.408727302,0.799255188,0.05765148
0.9120904,0.016284894,0.07159686,2.78E-05,0.35483226,0.3671837,0.08365242,0.07952018,0.11481141,806.8000121,262.7185367,2.836678251,1.409578772,-0.030920727,0.719743916,8.045896729,3.733437732,0.242691848,0.45518768,0.297696121,0.390566071,0.273874288,1.090927854,0.644339358,0.003800143,0.473693013,10.78084596,4.512846407,0.087802281,0.178071234,0.139442451,0.201615636,0.128225974,1.581974245,0.78836756,0.06968435
0.9094722,0.027760291,0.06273467,3.27E-05,0.38155544,0.44596466,0.001686526,0.054578558,0.11621483,798.0708451,192.5281207,3.108331684,1.593180735,-0.038803351,0.794479979,8.650301978,4.032591799,0.271372249,0.507271381,0.332163205,0.43322143,0.307859931,0.779838221,0.389264359,0.014488557,0.325642625,8.604904606,3.530924409,0.053784157,0.101446261,0.089030296,0.128108878,0.075427625,1.321412047,0.824217354,0.042685839
0.9031772,0.045169488,0.051625084,2.82E-05,0.37852496,0.44466397,0.030357186,0.017909626,0.12854429,776.4762639,184.3182905,3.001423989,1.569697512,-0.038868649,0.776582516,8.362733261,3.906458604,0.266750688,0.498877474,0.325057967,0.424141997,0.303627573,0.733951177,0.407271656,0.00495473,0.327414205,8.748474165,3.576834523,0.056815809,0.110281316,0.089834543,0.129608155,0.079327006,1.323234292,0.819838096,0.045091912
0.9079042,0.047456816,0.044603538,3.54E-05,0.42898127,0.45611152,0.002719325,0.004314396,0.10787346,805.2123951,278.7026062,3.116173364,1.667724883,-0.039209063,0.826854729,8.882354389,4.151642137,0.284612023,0.534700333,0.343502962,0.451341996,0.325136501,0.510098058,0.26169391,0.006554786,0.226563347,6.599101582,2.669149363,0.037022321,0.0689022,0.059232744,0.085251179,0.050062866,1.139969419,0.842087001,0.029382794
0.9075782,0.040983427,0.05140059,3.78E-05,0.45546293,0.4179893,0.03679521,0.000243883,0.0895086,800.356975,183.8686807,3.11087559,1.649737761,-0.034617602,0.83324345,9.116527239,4.247508658,0.28447495,0.537198235,0.341875321,0.453055769,0.324461816,0.492286538,0.295352466,-0.00102968,0.228483951,6.006698292,2.45808492,0.041276097,0.081999392,0.063543214,0.091859406,0.05790604,1.215316667,0.839259795,0.032758807
0.89671093,0.04978882,0.05348143,1.88E-05,0.5266799,0.35238862,0.000800155,0.008798037,0.11133337,840.5605517,274.4271253,3.088241759,1.648841169,-0.02635754,0.85784195,9.615547107,4.462072881,0.289883692,0.55371578,0.343232871,0.463534771,0.330885573,0.541850036,0.27472457,0.007740382,0.238397008,6.906148093,2.795975997,0.038786612,0.072012723,0.062441299,0.089844452,0.052558337,1.153807307,0.843813186,0.030783025
0.89498526,0.042527772,0.062468942,1.81E-05,0.419709,0.45704368,0.011849289,0.001195331,0.11020274,787.387703,276.5229842,3.246246024,1.679087487,-0.03924962,0.840595988,9.168227368,4.273075742,0.287038626,0.538137566,0.349532124,0.45796523,0.326110657,0.528325213,0.282719819,0.004660032,0.23819675,6.81003557,2.759547582,0.039924644,0.075592317,0.063085338,0.090902914,0.054406583,1.199317927,0.841526859,0.031686225
0.8939326,0.028411595,0.07764116,1.46E-05,0.39126456,0.47821617,0.003845346,0.011686211,0.11498773,803.4451946,252.5985597,3.373401329,1.692600138,-0.041812472,0.846992758,9.288802273,4.324267711,0.288123036,0.537303193,0.355100819,0.461560614,0.325696082,0.579179688,0.296971184,0.007846597,0.254579606,7.267159544,2.947566217,0.041811195,0.078177998,0.067242698,0.096788616,0.056995665,1.240604808,0.840896361,0.033183488
0.8855785,0.01426176,0.100145675,1.40E-05,0.36012432,0.40487435,0.032031808,0.07329721,0.1296723,787.6482946,225.934439,3.224818591,1.53128469,-0.034406777,0.788976164,8.963466641,4.146760663,0.263526732,0.491962874,0.327950525,0.427422496,0.295032308,1.001952128,0.536470376,0.012731027,0.424215694,10.53047947,4.356363067,0.073616513,0.143506463,0.119815757,0.172762405,0.105236194,1.531132674,0.807800498,0.058425804
0.8834771,0.018429397,0.098081745,1.18E-05,0.3828572,0.43846455,0.000916982,0.06496142,0.11279991,800.8959643,203.43261,3.385327106,1.631358282,-0.037531287,0.834319614,9.394375677,4.352943929,0.279997485,0.522647784,0.347470418,0.452655803,0.314294532,0.811176571,0.402548801,0.015918839,0.335091496,8.703357899,3.580991621,0.055399905,0.104672974,0.092271279,0.132762526,0.078153298,1.387118602,0.827841526,0.043968179
0.89087194,0.026036346,0.083078295,1.34E-05,0.36929116,0.4064463,0.003765454,0.10553912,0.1149579,785.32991,277.3932829,3.109883617,1.525637615,-0.034620865,0.77798715,8.708848599,4.039751066,0.262007421,0.490087642,0.323214445,0.422313087,0.295022704,1.017456242,0.504249354,0.021413819,0.410834939,10.11780098,4.19755665,0.06867942,0.131062741,0.115680672,0.166475845,0.098549584,1.44766559,0.809993556,0.054507476
0.8927556,0.034394562,0.0728352,1.46E-05,0.35343337,0.3825336,0.024501769,0.11509268,0.12443858,785.6066639,253.5029643,2.897102693,1.438275933,-0.032542848,0.731392174,8.149419948,3.783491755,0.246963463,0.462429314,0.303575951,0.397230231,0.278653612,1.15538063,0.598329481,0.019762083,0.473367319,11.35211202,4.725276395,0.081395632,0.158147023,0.135191977,0.194794445,0.117607053,1.525174484,0.794384638,0.064599708
0.8945697,0.049547244,0.055865593,1.75E-05,0.3552087,0.37049422,0.07587495,0.08199834,0.11642371,791.7388345,239.4338726,2.715719282,1.394137044,-0.031466051,0.702928885,7.725820659,3.595941287,0.239155305,0.44896066,0.291199062,0.382397794,0.271364667,1.090677424,0.63421485,0.005601858,0.47067792,10.80970199,4.51977149,0.086441507,0.174417172,0.137926369,0.199341606,0.126004929,1.547992485,0.787307044,0.068604371
0.89470977,0.05108953,0.054183565,1.71E-05,0.4032662,0.46178657,0.000806568,0.022527851,0.11161283,786.1300901,285.6823327,3.14880065,1.648287966,-0.040166018,0.817352685,8.818778783,4.118153184,0.280540488,0.525185722,0.341412612,0.446184757,0.319365461,0.607281727,0.305738012,0.00973885,0.261847502,7.340388657,2.985800666,0.042814988,0.079932618,0.069682417,0.100262394,0.058769634,1.217112146,0.836133016,0.033980149
